时间戳,success,text,filename,message
2025-11-21 01:56:17,True,你好你好你好你好你好你好你好你好你好,temp_vad_recording_1763661377.wav,识别成功
2025-11-21 01:56:21,True,你好你好你好你好,temp_vad_recording_1763661381.wav,识别成功
2025-11-21 01:56:24,True,<|en|>hi a g v,temp_vad_recording_1763661383.wav,识别成功
2025-11-21 01:56:48,True,你好你好你好你好你好你好你好你好你好你好你好你好你好你好你好你好你好你好你好,temp_vad_recording_1763661408.wav,识别成功
2025-11-21 01:56:51,True,<|en|>f,temp_vad_recording_1763661411.wav,识别成功
2025-11-21 01:57:21,True,hi a t v,temp_vad_recording_1763661441.wav,识别成功
2025-11-21 01:57:24,True,结束对话,temp_vad_recording_1763661444.wav,识别成功
2025-11-21 01:57:30,True,语音对话你好你好你好你好你好你好你好你好你好你好你好你好你好,temp_vad_recording_1763661450.wav,识别成功
2025-11-25 14:47:52,True,<|en|>hello,temp_vad_recording_1764053271.wav,识别成功
2025-11-25 14:47:56,True,<|ja|>い,temp_vad_recording_1764053276.wav,识别成功
2025-11-25 14:48:00,True,<|ja|>反の来就是了を发一个给就,temp_vad_recording_1764053279.wav,识别成功
2025-11-25 14:48:03,True,再找到我说两个点早有一个原都不管,temp_vad_recording_1764053283.wav,识别成功
2025-11-25 14:48:07,True,hi h v,temp_vad_recording_1764053286.wav,识别成功
2025-11-25 14:48:22,True,因为,temp_vad_recording_1764053301.wav,识别成功
2025-11-25 14:48:24,True,因为这个,temp_vad_recording_1764053304.wav,识别成功
2025-11-25 14:48:34,True,他,temp_vad_recording_1764053314.wav,识别成功
2025-11-25 14:48:45,True,<|ja|>不怎よ,temp_vad_recording_1764053325.wav,识别成功
2025-11-25 14:49:08,True,行吧那个,temp_vad_recording_1764053348.wav,识别成功
2025-11-25 14:49:08,True,要很快模板没模板形成,temp_vad_recording_1764053348.wav,识别成功
2025-11-25 14:49:09,True,嗯现在的问题是在于,temp_vad_recording_1764053349.wav,识别成功
2025-11-25 14:49:14,True,我也不想反问在现场有两个点第一点就是,temp_vad_recording_1764053353.wav,识别成功
2025-11-25 14:49:17,True,然后也不能说这个版本可能用下边的可用,temp_vad_recording_1764053357.wav,识别成功
2025-11-25 14:50:26,True,<|ja|>主要は,temp_vad_recording_1764053426.wav,识别成功
2025-11-25 14:50:32,True,爱 av 车辆完成率是多少,temp_vad_recording_1764053432.wav,识别成功
2025-11-25 14:50:35,True,十月发搞,temp_vad_recording_1764053434.wav,识别成功
2025-11-25 14:50:46,True,<|en|>re,temp_vad_recording_1764053446.wav,识别成功
2025-11-25 14:50:49,True,那我什么意,temp_vad_recording_1764053448.wav,识别成功
2025-11-25 14:50:59,True,<|ANGRY|>说是我说的不是你,temp_vad_recording_1764053459.wav,识别成功
2025-11-25 14:51:04,True,<|ja|>あし月このびながで,temp_vad_recording_1764053464.wav,识别成功
2025-11-25 14:51:17,True,不用,temp_vad_recording_1764053477.wav,识别成功
2025-11-25 14:51:21,True,现在可以不用在家里面必须要测我一直强调这个呀,temp_vad_recording_1764053480.wav,识别成功
2025-11-25 14:51:29,True,<|HAPPY|>喂,temp_vad_recording_1764053489.wav,识别成功
2025-11-25 14:51:32,True,<|ja|>そうだ,temp_vad_recording_1764053492.wav,识别成功
2025-11-25 14:51:34,True,有门禁,temp_vad_recording_1764053494.wav,识别成功
2025-11-25 14:51:43,True,后送,temp_vad_recording_1764053503.wav,识别成功
2025-11-25 14:51:46,True,跟着把我,temp_vad_recording_1764053505.wav,识别成功
2025-11-25 14:51:46,True,把我给那个了,temp_vad_recording_1764053506.wav,识别成功
2025-11-25 14:51:48,True,有门禁这个,temp_vad_recording_1764053507.wav,识别成功
2025-11-25 14:51:49,True,送过来就忘个,temp_vad_recording_1764053509.wav,识别成功
2025-11-25 14:51:54,True,行你放心到一半嘛然后给我发个短信啊,temp_vad_recording_1764053514.wav,识别成功
2025-11-25 14:51:58,True,<|yue|>关佢冇关系水里嘛,temp_vad_recording_1764053518.wav,识别成功
2025-11-25 14:52:04,True,对对我老目标是要那个,temp_vad_recording_1764053523.wav,识别成功
2025-11-25 14:52:05,True,行嗯好的,temp_vad_recording_1764053525.wav,识别成功
2025-11-25 14:52:08,True,<|yue|>道吧,temp_vad_recording_1764053528.wav,识别成功
2025-11-25 14:52:10,True,下如果现在是,temp_vad_recording_1764053530.wav,识别成功
2025-11-25 14:52:11,True,用来帮助,temp_vad_recording_1764053531.wav,识别成功
2025-11-25 14:52:13,True,发月回去,temp_vad_recording_1764053533.wav,识别成功
2025-11-25 14:52:15,True,你觉得你现在最早,temp_vad_recording_1764053534.wav,识别成功
2025-11-25 14:52:16,True,<|yue|>其他电工,temp_vad_recording_1764053536.wav,识别成功
2025-11-25 14:52:21,True,<|yue|>即得现系回就嗰即系佢咧系,temp_vad_recording_1764053540.wav,识别成功
2025-11-25 14:52:21,True,<|ja|>非持ち,temp_vad_recording_1764053541.wav,识别成功
2025-11-25 14:52:22,True,<|en|>デ下,temp_vad_recording_1764053542.wav,识别成功
2025-11-25 14:52:25,True,我不要这你种他做,temp_vad_recording_1764053544.wav,识别成功
2025-11-25 14:52:31,True,就是我这个模板,temp_vad_recording_1764053551.wav,识别成功
2025-11-25 14:52:35,True,<|yue|>发出嚟,temp_vad_recording_1764053555.wav,识别成功
2025-11-25 14:52:36,True,<|yue|>我十,temp_vad_recording_1764053556.wav,识别成功
2025-11-25 14:52:38,True,说了你先发出来吧正我就是,temp_vad_recording_1764053558.wav,识别成功
2025-11-25 14:52:47,True,我我先先发出来,temp_vad_recording_1764053566.wav,识别成功
2025-11-25 14:52:49,True,<|en|>what有,temp_vad_recording_1764053569.wav,识别成功
2025-11-25 14:52:51,True,说就是对为现场码赛你都听到都测都是我要求测的,temp_vad_recording_1764053571.wav,识别成功
2025-11-25 14:52:54,True,因为这个字段加发转这个表格里面,temp_vad_recording_1764053574.wav,识别成功
2025-11-25 14:52:59,True,你说我啥都跟你说转在现场我要撤,temp_vad_recording_1764053579.wav,识别成功
2025-11-25 14:53:03,True,然后我再去,temp_vad_recording_1764053582.wav,识别成功
2025-11-25 14:53:08,True,这稍微有效不同,temp_vad_recording_1764053588.wav,识别成功
2025-11-25 14:53:13,True,这句话我我我我话了,temp_vad_recording_1764053592.wav,识别成功
2025-11-25 14:53:15,True,单独都不人的变我也没把法你们拉匹配,temp_vad_recording_1764053595.wav,识别成功
2025-11-25 14:53:25,True,存下那个项目当当时上目是,temp_vad_recording_1764053605.wav,识别成功
2025-11-25 14:53:28,True,一直对面说不太好解决,temp_vad_recording_1764053607.wav,识别成功
2025-11-25 14:53:29,True,然后呢我现在,temp_vad_recording_1764053609.wav,识别成功
2025-11-25 14:53:31,True,当时我看了一下我发现,temp_vad_recording_1764053611.wav,识别成功
2025-11-25 14:53:34,True,或是说,temp_vad_recording_1764053614.wav,识别成功
2025-11-25 14:53:35,True,<|ja|>しよいって,temp_vad_recording_1764053615.wav,识别成功
2025-11-25 14:53:37,True,<|ja|>这都有,temp_vad_recording_1764053617.wav,识别成功
2025-11-25 14:53:41,True,用来做其他事情我当时说了需政五管就推断,temp_vad_recording_1764053620.wav,识别成功
2025-11-25 14:53:44,True,土板计划就变成合法计划后来,temp_vad_recording_1764053623.wav,识别成功
2025-11-25 14:53:49,True,所以我让系里去开发了呀,temp_vad_recording_1764053629.wav,识别成功
2025-11-25 14:54:02,True,你觉得这个触发,temp_vad_recording_1764053641.wav,识别成功
2025-11-25 14:54:04,True,<|ja|>こつが,temp_vad_recording_1764053644.wav,识别成功
2025-11-25 14:54:05,True,<|yue|>即嗰个水嘅写,temp_vad_recording_1764053644.wav,识别成功
2025-11-25 14:54:09,True,<|ja|>そま,temp_vad_recording_1764053649.wav,识别成功
2025-11-25 14:54:12,True,<|yue|>先把那边啲马上备时,temp_vad_recording_1764053652.wav,识别成功
2025-11-25 14:54:16,True,那我下次我用文字说还说数什话,temp_vad_recording_1764053656.wav,识别成功
2025-11-25 14:54:18,True,狗狗给你打电话不断数,temp_vad_recording_1764053658.wav,识别成功
2025-11-25 14:54:19,True,可了吧,temp_vad_recording_1764053659.wav,识别成功
2025-11-25 14:54:23,True,我知道这边个问题要 doing,temp_vad_recording_1764053663.wav,识别成功
2025-11-25 14:54:35,True,要素,temp_vad_recording_1764053675.wav,识别成功
2025-11-25 14:54:38,True,不要让我陷入变,temp_vad_recording_1764053677.wav,识别成功
2025-11-25 14:55:00,True,这个被我们松上,temp_vad_recording_1764053700.wav,识别成功
2025-11-25 14:55:02,True,没有关这不是这样,temp_vad_recording_1764053702.wav,识别成功
2025-11-25 14:55:05,True,<|ja|>やっぱ,temp_vad_recording_1764053705.wav,识别成功
2025-11-25 14:55:07,True,你是我们,temp_vad_recording_1764053707.wav,识别成功
2025-11-25 14:55:09,True,这不用还是我,temp_vad_recording_1764053709.wav,识别成功
2025-11-25 14:55:16,True,那我觉得会,temp_vad_recording_1764053715.wav,识别成功
2025-11-25 14:55:20,True,<|ja|>寝ルベをおじさにもる,temp_vad_recording_1764053720.wav,识别成功
2025-11-25 14:55:22,True,<|yue|>就有电,temp_vad_recording_1764053721.wav,识别成功
2025-11-25 14:55:23,True,据说这个做法,temp_vad_recording_1764053723.wav,识别成功
2025-11-25 14:55:26,True,需要套研发去,temp_vad_recording_1764053726.wav,识别成功
2025-11-25 14:55:37,True,<|ja|>すごい,temp_vad_recording_1764053737.wav,识别成功
2025-11-25 14:55:42,True,如果是说哪哪些哪些事型,temp_vad_recording_1764053742.wav,识别成功
2025-11-25 14:55:44,True,<|en|>what you want,temp_vad_recording_1764053743.wav,识别成功
2025-11-25 14:55:46,True,需要不是我这在选在的我可以的好的,temp_vad_recording_1764053746.wav,识别成功
2025-11-25 14:55:48,True,<|yue|>你爸板然,temp_vad_recording_1764053748.wav,识别成功
2025-11-25 14:55:54,True,现长如果是,temp_vad_recording_1764053754.wav,识别成功
2025-11-25 14:55:57,True,推电是在,temp_vad_recording_1764053757.wav,识别成功
2025-11-25 14:55:58,True,的话不说,temp_vad_recording_1764053758.wav,识别成功
2025-11-25 14:56:01,True,为研发申那种备案,temp_vad_recording_1764053760.wav,识别成功
2025-11-25 14:56:07,True,<|yue|>对税先讲啲冇,temp_vad_recording_1764053766.wav,识别成功
2025-11-25 14:56:10,True,<|en|>对,temp_vad_recording_1764053770.wav,识别成功
2025-11-25 14:56:29,True,这个是充会有,temp_vad_recording_1764053788.wav,识别成功
2025-11-25 14:56:29,True,<|ja|>いくさ,temp_vad_recording_1764053789.wav,识别成功
2025-11-25 14:56:41,True,也过了,temp_vad_recording_1764053801.wav,识别成功
2025-11-25 14:57:17,True,之前什么时候做,temp_vad_recording_1764053837.wav,识别成功
2025-11-25 14:57:31,True,咱们这这个模板的,temp_vad_recording_1764053851.wav,识别成功
2025-11-25 14:57:39,True,<|yue|>我得呢嘢成都,temp_vad_recording_1764053859.wav,识别成功
2025-11-25 14:57:41,True,对,temp_vad_recording_1764053861.wav,识别成功
2025-11-25 14:57:50,True,我现在,temp_vad_recording_1764053870.wav,识别成功
2025-11-25 14:57:51,True,存在一个问题,temp_vad_recording_1764053871.wav,识别成功
2025-11-25 14:57:53,True,有些时候我们来我们,temp_vad_recording_1764053873.wav,识别成功
2025-11-25 14:58:01,True,<|ja|>いやこれあえてぞ,temp_vad_recording_1764053881.wav,识别成功
2025-11-25 14:58:22,True,就只有那个意思,temp_vad_recording_1764053901.wav,识别成功
2025-11-25 14:58:24,True,乌龟点的位置,temp_vad_recording_1764053903.wav,识别成功
2025-11-25 14:58:26,True,任意一个位置都可以做,temp_vad_recording_1764053905.wav,识别成功
2025-11-25 14:58:46,True,<|yue|>你,temp_vad_recording_1764053926.wav,识别成功
2025-11-25 14:58:48,True,<|ja|>もそい,temp_vad_recording_1764053928.wav,识别成功
2025-11-25 14:58:59,True,你如过程说版本的问题,temp_vad_recording_1764053938.wav,识别成功
2025-11-25 14:58:59,True,<|en|>but,temp_vad_recording_1764053939.wav,识别成功
2025-11-25 14:59:01,True,本身上就牵持两个人嘛,temp_vad_recording_1764053941.wav,识别成功
2025-11-25 14:59:05,True,<|en|>,temp_vad_recording_1764053945.wav,识别成功
2025-11-25 14:59:24,True,<|yue|>还有吧,temp_vad_recording_1764053964.wav,识别成功
2025-11-25 14:59:28,True,<|ja|>方の,temp_vad_recording_1764053968.wav,识别成功
2025-11-25 14:59:31,True,<|yue|>你反就算,temp_vad_recording_1764053971.wav,识别成功
2025-11-25 14:59:32,True,哦,temp_vad_recording_1764053972.wav,识别成功
2025-11-25 14:59:50,True,将来可以直接说,temp_vad_recording_1764053990.wav,识别成功
2025-11-25 14:59:51,True,话,temp_vad_recording_1764053991.wav,识别成功
2025-11-25 15:01:29,True,<|yue|>这个,temp_vad_recording_1764054088.wav,识别成功
2025-11-25 15:01:31,True,个专制,temp_vad_recording_1764054090.wav,识别成功
2025-11-25 15:01:32,True,啊语音语音唤醒的,temp_vad_recording_1764054092.wav,识别成功
2025-11-25 15:01:34,True,这个很关你专利,temp_vad_recording_1764054094.wav,识别成功
2025-11-25 15:01:35,True,我来写,temp_vad_recording_1764054095.wav,识别成功
2025-11-25 15:01:38,True,对你不是刚好就可以在,temp_vad_recording_1764054097.wav,识别成功
2025-11-25 15:01:40,True,你也感冒了,temp_vad_recording_1764054100.wav,识别成功
2025-11-25 15:01:43,True,<|HAPPY|>这两天难受死我了你你这么,temp_vad_recording_1764054102.wav,识别成功
2025-11-25 15:01:44,True,身体这么好的那个,temp_vad_recording_1764054104.wav,识别成功
2025-11-25 15:01:46,True,我轰隆的声音都变了,temp_vad_recording_1764054105.wav,识别成功
2025-11-25 15:01:48,True,有点有没车异,temp_vad_recording_1764054108.wav,识别成功
2025-11-25 15:01:51,True,啊你说那个专业申请,temp_vad_recording_1764054110.wav,识别成功
2025-11-25 15:01:52,True,这个,temp_vad_recording_1764054112.wav,识别成功
2025-11-25 15:01:54,True,我觉得应该是可以,temp_vad_recording_1764054113.wav,识别成功
2025-11-25 15:01:57,True,嗯我们那个模模模的底备都过,temp_vad_recording_1764054117.wav,识别成功
2025-11-25 15:02:05,True,<|yue|>佢又咗,temp_vad_recording_1764054125.wav,识别成功
2025-11-25 15:02:06,True,<|ja|>ち,temp_vad_recording_1764054126.wav,识别成功
2025-11-25 15:02:07,True,可以申上,temp_vad_recording_1764054127.wav,识别成功
2025-11-25 15:02:08,True,<|en|>you guys,temp_vad_recording_1764054128.wav,识别成功
2025-11-25 15:02:10,True,有专利就水好白了,temp_vad_recording_1764054130.wav,识别成功
2025-11-25 15:02:12,True,对,temp_vad_recording_1764054131.wav,识别成功
2025-11-25 15:02:13,True,然后这个,temp_vad_recording_1764054133.wav,识别成功
2025-11-25 15:02:14,True,使用这个更能,temp_vad_recording_1764054134.wav,识别成功
2025-11-25 15:02:15,True,加好了但是,temp_vad_recording_1764054135.wav,识别成功
2025-11-25 15:02:18,True,但有些车路我需要我觉得需要调,temp_vad_recording_1764054138.wav,识别成功
2025-11-25 15:02:19,True,<|HAPPY|>首先,temp_vad_recording_1764054139.wav,识别成功
2025-11-25 15:02:20,True,我就一点,temp_vad_recording_1764054140.wav,识别成功
2025-11-25 15:02:23,True,就说这个两次施划间隔,temp_vad_recording_1764054142.wav,识别成功
2025-11-25 15:02:27,True,就这个在调你知道吧因为,temp_vad_recording_1764054146.wav,识别成功
2025-11-25 15:02:30,True,<|ANGRY|>你说嗨鸡杯武你说什么,temp_vad_recording_1764054149.wav,识别成功
2025-11-25 15:02:32,True,有多少台车,temp_vad_recording_1764054151.wav,识别成功
2025-11-25 15:02:36,True,如果两个说话进的快的那还是会是他们两段鱼对不对,temp_vad_recording_1764054155.wav,识别成功
2025-11-25 15:02:38,True,<|yue|>除非你得已门边管,temp_vad_recording_1764054158.wav,识别成功
2025-11-25 15:02:40,True,就是这个预分对是吧对,temp_vad_recording_1764054160.wav,识别成功
2025-11-25 15:02:41,True,<|en|> true,temp_vad_recording_1764054161.wav,识别成功
2025-11-25 15:02:46,True,你想要的功能太 g v 然后他直接来进行唤醒目前,temp_vad_recording_1764054166.wav,识别成功
2025-11-25 15:02:50,True,然后你说一段问题他直接来那个回复已经可了,temp_vad_recording_1764054170.wav,识别成功
2025-11-25 15:02:51,True,但是,temp_vad_recording_1764054171.wav,识别成功
2025-11-25 15:02:54,True,<|HAPPY|>但是这些参数咱们之前的参数都是根据,temp_vad_recording_1764054174.wav,识别成功
2025-11-25 15:02:58,True,那这个能不能是说不管他定了多少我们派 a d v 后面那个,temp_vad_recording_1764054177.wav,识别成功
2025-11-25 15:03:00,True,后面那个,temp_vad_recording_1764054180.wav,识别成功
2025-11-25 15:03:01,True,后面的那个东西都保留,temp_vad_recording_1764054181.wav,识别成功
2025-11-25 15:03:03,True,不行我这那你如果,temp_vad_recording_1764054183.wav,识别成功
2025-11-25 15:03:05,True,你想害 g v,temp_vad_recording_1764054184.wav,识别成功
2025-11-25 15:03:05,True,然后,temp_vad_recording_1764054185.wav,识别成功
2025-11-25 15:03:07,True,对吧,temp_vad_recording_1764054186.wav,识别成功
2025-11-25 15:03:08,True,是不是如果说你想,temp_vad_recording_1764054188.wav,识别成功
2025-11-25 15:03:11,True,你说还有这边他说你好,temp_vad_recording_1764054191.wav,识别成功
2025-11-25 15:03:12,True,那这样怎么办,temp_vad_recording_1764054191.wav,识别成功
2025-11-25 15:03:16,True,对啊这你你你把这护然就可你先想一想嘛,temp_vad_recording_1764054196.wav,识别成功
2025-11-25 15:03:17,True,你现在其实就是说,temp_vad_recording_1764054197.wav,识别成功
2025-11-25 15:03:19,True,当我说你好的时候嗯,temp_vad_recording_1764054199.wav,识别成功
2025-11-25 15:03:24,True,还会再说而已我们只是把这个部分再讨论,temp_vad_recording_1764054203.wav,识别成功
2025-11-25 15:03:28,True,<|ANGRY|>你除你挺好之外我再说的是货款的吗,temp_vad_recording_1764054208.wav,识别成功
2025-11-25 15:03:39,True,是吧,temp_vad_recording_1764054219.wav,识别成功
2025-11-25 15:03:42,True,<|HAPPY|>嗯,temp_vad_recording_1764054222.wav,识别成功
2025-11-25 15:03:45,True,就是这个,temp_vad_recording_1764054225.wav,识别成功
2025-11-25 15:03:49,True,他说你好是吧就是,temp_vad_recording_1764054229.wav,识别成功
2025-11-25 15:03:53,True,就只有在你好的过程中,temp_vad_recording_1764054232.wav,识别成功
2025-11-25 15:03:55,True,对,temp_vad_recording_1764054235.wav,识别成功
2025-11-25 15:04:05,True,<|ja|>其そだ,temp_vad_recording_1764054245.wav,识别成功
2025-11-25 15:04:09,True,<|yue|>问,temp_vad_recording_1764054248.wav,识别成功
2025-11-25 15:04:10,True,那个我跟王哥说一下,temp_vad_recording_1764054250.wav,识别成功
2025-11-25 15:04:12,True,<|ja|>同じ,temp_vad_recording_1764054252.wav,识别成功
2025-11-25 15:04:35,True,<|ja|>このもでや,temp_vad_recording_1764054275.wav,识别成功
2025-11-25 15:04:35,True,我确认下段时间,temp_vad_recording_1764054275.wav,识别成功
2025-11-25 15:04:49,True,<|ja|>あいか,temp_vad_recording_1764054289.wav,识别成功
2025-11-25 15:05:01,True,<|ja|>what,temp_vad_recording_1764054300.wav,识别成功
2025-11-25 15:05:01,True,<|ja|>ちもいいじゃん,temp_vad_recording_1764054301.wav,识别成功
2025-11-25 15:05:13,True,<|ja|>か,temp_vad_recording_1764054313.wav,识别成功
2025-11-25 15:05:14,True,<|yue|>但你,temp_vad_recording_1764054314.wav,识别成功
2025-11-25 15:05:39,True,<|ja|>でそかまが,temp_vad_recording_1764054338.wav,识别成功
2025-11-25 15:05:41,True,<|yue|>啊开咗咩嘢,temp_vad_recording_1764054341.wav,识别成功
2025-11-25 15:05:56,True,<|en|>it was,temp_vad_recording_1764054356.wav,识别成功
2025-11-25 15:06:18,True,不,temp_vad_recording_1764054378.wav,识别成功
2025-11-25 15:06:55,True,如果领导不我你他他方都没,temp_vad_recording_1764054415.wav,识别成功
2025-11-25 15:10:28,True,<|yue|>对,temp_vad_recording_1764054628.wav,识别成功
2025-11-25 15:11:18,True,<|Cough|>,temp_vad_recording_1764054678.wav,识别成功
2025-11-25 15:11:44,True,小德小德车辆编号,temp_vad_recording_1764054704.wav,识别成功
2025-11-25 15:12:23,True,小德小德车辆编号,temp_vad_recording_1764054743.wav,识别成功
2025-11-25 15:12:54,True,车辆编号汉 agv,temp_vad_recording_1764054773.wav,识别成功
2025-11-25 15:12:58,True,车辆编号 hi h t v,temp_vad_recording_1764054778.wav,识别成功
2025-11-25 15:13:31,True,车辆 high hv 编号,temp_vad_recording_1764054810.wav,识别成功
2025-11-25 15:13:56,True,s嗯,temp_vad_recording_1764054835.wav,识别成功
2025-11-25 15:14:30,True,车辆 high hv 完成率是多少,temp_vad_recording_1764054869.wav,识别成功
2025-11-25 15:15:21,True,<|ja|>うんうん,temp_vad_recording_1764054921.wav,识别成功
2025-11-25 15:15:29,True,车辆完成率 high a g v 是多少,temp_vad_recording_1764054929.wav,识别成功
2025-11-25 15:16:25,True,<|Cough|>,temp_vad_recording_1764054984.wav,识别成功
2025-11-25 15:18:26,True,<|en|>oh,temp_vad_recording_1764055106.wav,识别成功
2025-11-25 15:18:33,True,嗯嗯,temp_vad_recording_1764055112.wav,识别成功
2025-11-25 15:18:42,True,<|en|>hi,temp_vad_recording_1764055122.wav,识别成功
2025-11-25 15:19:44,True,o,temp_vad_recording_1764055183.wav,识别成功
2025-11-25 15:20:08,True,<|ja|>ううん,temp_vad_recording_1764055208.wav,识别成功
2025-11-25 15:20:13,True,<|en|>o,temp_vad_recording_1764055213.wav,识别成功
2025-11-25 15:21:13,True,<|yue|>嗯,temp_vad_recording_1764055273.wav,识别成功
2025-11-25 15:22:00,True,ok,temp_vad_recording_1764055320.wav,识别成功
2025-11-25 15:24:23,True,到我了,temp_vad_recording_1764055463.wav,识别成功
2025-11-25 15:24:24,True,怎么了不来事,temp_vad_recording_1764055464.wav,识别成功
2025-11-25 15:24:32,True,<|ja|>やしそりやし,temp_vad_recording_1764055472.wav,识别成功
2025-11-25 15:24:33,True,<|ja|>是,temp_vad_recording_1764055473.wav,识别成功
2025-11-25 15:24:36,True,<|en|> that going,temp_vad_recording_1764055476.wav,识别成功
2025-11-25 15:24:44,True,<|ja|>これで休みをち,temp_vad_recording_1764055484.wav,识别成功
2025-11-25 15:24:47,True,大家也别帮上就这,temp_vad_recording_1764055487.wav,识别成功
2025-11-25 15:24:48,True,<|en|>或者说,temp_vad_recording_1764055488.wav,识别成功
2025-11-25 15:24:50,True,去了解,temp_vad_recording_1764055490.wav,识别成功
2025-11-25 15:24:52,True,哦我们大家,temp_vad_recording_1764055491.wav,识别成功
2025-11-25 15:24:57,True,第二点是关于那个,temp_vad_recording_1764055496.wav,识别成功
2025-11-25 15:24:59,True,这个个性の问系,temp_vad_recording_1764055499.wav,识别成功
2025-11-25 15:25:00,True,呃共应的问题,temp_vad_recording_1764055500.wav,识别成功
2025-11-25 15:25:03,True,说那个,temp_vad_recording_1764055502.wav,识别成功
2025-11-25 15:25:06,True,没有关系的,temp_vad_recording_1764055506.wav,识别成功
2025-11-25 15:25:08,True,啊如果是说这种,temp_vad_recording_1764055508.wav,识别成功
2025-11-25 15:25:09,True,<|ja|>这し问题,temp_vad_recording_1764055509.wav,识别成功
2025-11-25 15:25:10,True,<|ja|>そこ,temp_vad_recording_1764055510.wav,识别成功
2025-11-25 15:25:12,True,一般都是,temp_vad_recording_1764055511.wav,识别成功
2025-11-25 15:25:15,True,强关联的,temp_vad_recording_1764055515.wav,识别成功
2025-11-25 15:25:18,True,他,temp_vad_recording_1764055517.wav,识别成功
2025-11-25 15:25:19,True,<|en|>じゃ,temp_vad_recording_1764055518.wav,识别成功
2025-11-25 15:25:21,True,存在的问题,temp_vad_recording_1764055521.wav,识别成功
2025-11-25 15:25:22,True,也就是说,temp_vad_recording_1764055522.wav,识别成功
2025-11-25 15:25:24,True,<|en|>what you ever,temp_vad_recording_1764055524.wav,识别成功
2025-11-25 15:25:27,True,当然其实我的理解就有些,temp_vad_recording_1764055527.wav,识别成功
2025-11-25 15:25:30,True,<|en|>じ,temp_vad_recording_1764055530.wav,识别成功
2025-11-25 15:25:31,True,不需要去,temp_vad_recording_1764055530.wav,识别成功
2025-11-25 15:25:32,True,<|yue|>我以就系,temp_vad_recording_1764055532.wav,识别成功
2025-11-25 15:25:36,True,所以说说我的建议是,temp_vad_recording_1764055536.wav,识别成功
2025-11-25 15:25:37,True,<|ja|>あ,temp_vad_recording_1764055537.wav,识别成功
2025-11-25 15:25:39,True,我需要知道这个项率,temp_vad_recording_1764055539.wav,识别成功
2025-11-25 15:25:40,True,我的建议是,temp_vad_recording_1764055540.wav,识别成功
2025-11-25 15:25:44,True,一波那个叫质量,temp_vad_recording_1764055543.wav,识别成功
2025-11-25 15:25:47,True,去小品的那个二,temp_vad_recording_1764055547.wav,识别成功
2025-11-25 15:25:52,True,一个人确身出,temp_vad_recording_1764055551.wav,识别成功
2025-11-25 15:25:52,True,这是,temp_vad_recording_1764055552.wav,识别成功
2025-11-25 15:25:55,True,困ナ我们再开这个会,temp_vad_recording_1764055555.wav,识别成功
2025-11-25 15:25:56,True,<|en|>y,temp_vad_recording_1764055556.wav,识别成功
2025-11-25 15:25:58,True,否则话我们就现在就,temp_vad_recording_1764055558.wav,识别成功
2025-11-25 15:26:00,True,<|yue|>对,temp_vad_recording_1764055560.wav,识别成功
2025-11-25 15:26:01,True,让我去测我也不知道怎么算,temp_vad_recording_1764055561.wav,识别成功
2025-11-25 15:26:03,True,啊所以我觉得这个贵我,temp_vad_recording_1764055563.wav,识别成功
2025-11-25 15:26:06,True,<|yue|>点上比较都,temp_vad_recording_1764055565.wav,识别成功
2025-11-25 15:26:07,True,<|en|> you got,temp_vad_recording_1764055567.wav,识别成功
2025-11-25 15:29:21,True,现在不行弄这种呀,temp_vad_recording_1764055761.wav,识别成功
2025-11-25 15:29:24,True,嗯,temp_vad_recording_1764055764.wav,识别成功
2025-11-25 15:29:29,True,<|en|>s was moment,temp_vad_recording_1764055769.wav,识别成功
2025-11-25 15:29:41,True,刘宇呢说你个贵是吧,temp_vad_recording_1764055781.wav,识别成功
2025-11-25 15:29:44,True,你说一下,temp_vad_recording_1764055784.wav,识别成功
2025-11-25 15:29:46,True,这个为的目的,temp_vad_recording_1764055785.wav,识别成功
2025-11-25 15:30:02,True,<|en|>め,temp_vad_recording_1764055801.wav,识别成功
2025-11-25 15:30:03,True,<|en|>fsh,temp_vad_recording_1764055803.wav,识别成功
2025-11-25 15:30:04,True,<|ja|>めじる工しが,temp_vad_recording_1764055804.wav,识别成功
2025-11-25 15:30:06,True,但是跟其他事是一样的,temp_vad_recording_1764055806.wav,识别成功
2025-11-25 15:30:10,True,这样吧不认识这个,temp_vad_recording_1764055810.wav,识别成功
2025-11-25 15:30:11,True,你带着个问题,temp_vad_recording_1764055811.wav,识别成功
2025-11-25 15:30:12,True,<|ja|>you,temp_vad_recording_1764055812.wav,识别成功
2025-11-25 15:30:13,True,再回来再,temp_vad_recording_1764055813.wav,识别成功
2025-11-25 15:30:16,True,我觉得人很重要,temp_vad_recording_1764055816.wav,识别成功
2025-11-25 15:30:19,True,所以说,temp_vad_recording_1764055819.wav,识别成功
2025-11-25 15:30:25,True,对会深活一点然后去现场去看一下,temp_vad_recording_1764055825.wav,识别成功
2025-11-25 15:30:27,True,然后你顺便问一下,temp_vad_recording_1764055827.wav,识别成功
2025-11-25 15:30:28,True,结合坚桥,temp_vad_recording_1764055828.wav,识别成功
2025-11-25 15:30:30,True,然后呢你觉得,temp_vad_recording_1764055829.wav,识别成功
2025-11-25 15:30:30,True,<|ja|>来,temp_vad_recording_1764055830.wav,识别成功
